id,name,account,card,features,news
212,Berry,"{'id': 217, 'number': '078501-2', 'agency': '972888-2', 'balance': 0.0, 'limit': 50002.0}","{'id': 205, 'number': '****** ** ***', 'limit': 2000.0}",[],"[{'id': 628, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 629, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 1163, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Berry, não obstante, o julgamento imparcial das eventualidades garante a contribuição de um grupo importante na determinação das regras de conduta normativas. '}]"
213,Jeni,"{'id': 218, 'number': '078501-3', 'agency': '972888-3', 'balance': 0.0, 'limit': 50003.0}","{'id': 206, 'number': '****** ** *', 'limit': 3000.0}",[],"[{'id': 630, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 631, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 1164, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Jeni, ainda assim, existem dúvidas a respeito de como a adoção de políticas descentralizadoras garante a contribuição de um grupo importante na determinação do processo de comunicação como um todo. '}]"
214,Chico,"{'id': 219, 'number': '90000-1', 'agency': '0001', 'balance': 0.0, 'limit': 500.0}","{'id': 207, 'number': '**** **** **** 9000', 'limit': 1000.0}",[],"[{'id': 632, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 633, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 1165, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Chico, acima de tudo, é fundamental ressaltar que o julgamento imparcial das eventualidades pode nos levar a considerar a reestruturação do orçamento setorial. '}]"
215,Tico,"{'id': 220, 'number': '90002-2', 'agency': '0001', 'balance': 0.0, 'limit': 500.0}","{'id': 208, 'number': '**** **** **** 9002', 'limit': 1000.0}",[],"[{'id': 634, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 635, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 1166, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Tico, assim mesmo, a contínua expansão de nossa atividade estende o alcance e a importância do investimento em reciclagem técnica. '}]"
216,Teco,"{'id': 221, 'number': '90003-3', 'agency': '0001', 'balance': 0.0, 'limit': 500.0}","{'id': 209, 'number': '**** **** **** 9003', 'limit': 1000.0}",[],"[{'id': 636, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 637, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 1167, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Teco, desta maneira, a constante divulgação das informações acarreta um processo de reformulação e modernização do orçamento setorial. '}]"
217,Pyterson,"{'id': 222, 'number': '1000-1', 'agency': '002', 'balance': 0.0, 'limit': 500.0}","{'id': 210, 'number': '**** **** **** 2122', 'limit': 1000.0}",[],"[{'id': 638, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 639, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 957, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/insurance.svg', 'description': '""Olá Pyterson! Investir é construir o futuro. 💰🌟""'}, {'id': 960, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/insurance.svg', 'description': ""Olá Pyterson! Investir é chave! 💼📈 *(autor:'Alexandre Gasparini' via chatGPT)""}, {'id': 1168, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Pyterson, a prática cotidiana prova que o consenso sobre a necessidade de qualificação assume importantes posições no estabelecimento dos níveis de motivação departamental. '}]"
218,Pyter,"{'id': 223, 'number': '2001-2', 'agency': '002', 'balance': 0.0, 'limit': 1500.0}","{'id': 211, 'number': '**** **** **** 3522', 'limit': 2000.0}",[],"[{'id': 640, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 641, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 958, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/insurance.svg', 'description': '""Olá Pyter! Investir é a chave. 🚀""'}, {'id': 961, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/insurance.svg', 'description': ""Olá Pyter! Investir é essencial. Sucesso garantido! 🚀 *(autor:'Alexandre Gasparini' via chatGPT)""}, {'id': 1169, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Pyter, neste sentido, o aumento do diálogo entre os diferentes setores produtivos exige a precisão e a definição do fluxo de informações. '}]"
219,Pepe,"{'id': 224, 'number': '3002-3', 'agency': '002', 'balance': 0.0, 'limit': 2000.0}","{'id': 212, 'number': '**** **** **** 2422', 'limit': 3000.0}",[],"[{'id': 642, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 643, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 959, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/insurance.svg', 'description': '""Oi Pepe! Investir é crucial. 🚀""'}, {'id': 962, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/insurance.svg', 'description': '""Oi Pepe! Investir é chave p/ futuro! 🚀"" *(autor:\'Alexandre Gasparini\' via chatGPT)'}, {'id': 1170, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Pepe, assim mesmo, o desafiador cenário globalizado promove a alavancagem das regras de conduta normativas. '}]"
220,Taisoo,"{'id': 225, 'number': '545454', 'agency': '2323', 'balance': 0.0, 'limit': 0.0}","{'id': 213, 'number': '2132 1231 4455 4794', 'limit': 0.0}",[],"[{'id': 644, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 645, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 1171, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Taisoo, é importante questionar o quanto o comprometimento entre as equipes possibilita uma melhor visão global do sistema de participação geral. '}]"
221,Eu,"{'id': 226, 'number': '00001-7', 'agency': '0001', 'balance': 0.0, 'limit': 500.0}","{'id': 214, 'number': '**** **** **** 7171', 'limit': 500.0}","[{'id': 60, 'icon': 'string', 'description': 'string'}]","[{'id': 123, 'icon': 'string', 'description': 'string'}, {'id': 646, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 647, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 1172, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Eu, não obstante, o desenvolvimento contínuo de distintas formas de atuação cumpre um papel essencial na formulação das diversas correntes de pensamento. '}]"
222,Eu Mesmo,"{'id': 227, 'number': '00007-7', 'agency': '0001', 'balance': 0.0, 'limit': 1000.0}","{'id': 215, 'number': '**** **** **** 1722', 'limit': 500.0}","[{'id': 61, 'icon': 'string', 'description': 'string'}]","[{'id': 124, 'icon': 'string', 'description': 'string'}, {'id': 648, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 649, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 1173, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Eu Mesmo, as experiências acumuladas demonstram que o acompanhamento das preferências de consumo possibilita uma melhor visão global do sistema de participação geral. '}]"
223,Mesmo Eu,"{'id': 228, 'number': '00002-7', 'agency': '0001', 'balance': 0.0, 'limit': 1500.0}","{'id': 216, 'number': '**** **** **** 2217', 'limit': 1500.0}","[{'id': 62, 'icon': 'string', 'description': 'string'}]","[{'id': 125, 'icon': 'string', 'description': 'string'}, {'id': 650, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 651, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 1174, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Mesmo Eu, evidentemente, o consenso sobre a necessidade de qualificação obstaculiza a apreciação da importância do remanejamento dos quadros funcionais. '}]"
224,Eu,"{'id': 229, 'number': '00007-2', 'agency': '0001', 'balance': 0.0, 'limit': 150000.0}","{'id': 217, 'number': '**** **** **** 7272', 'limit': 50000.0}","[{'id': 63, 'icon': 'string', 'description': 'string'}]","[{'id': 126, 'icon': 'string', 'description': 'string'}, {'id': 652, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 653, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 1175, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Eu, por conseguinte, o comprometimento entre as equipes pode nos levar a considerar a reestruturação dos métodos utilizados na avaliação de resultados. '}]"
225,Mateus,"{'id': 230, 'number': '00007-1', 'agency': '0001', 'balance': 0.0, 'limit': 500.0}","{'id': 218, 'number': '**** **** **** 2610', 'limit': 1000.0}","[{'id': 64, 'icon': 'string', 'description': 'string'}]","[{'id': 161, 'icon': 'string', 'description': 'string'}, {'id': 175, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Invista no Santander e conquiste seu futuro, Mateus!'}, {'id': 177, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Invista no Santander e garanta seu futuro, Mateus!'}, {'id': 179, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Invista no Santander e conquiste seu futuro, Mateus!'}, {'id': 654, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 655, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 1176, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Mateus, nunca é demais lembrar o peso e o significado destes problemas, uma vez que a mobilidade dos capitais internacionais obstaculiza a apreciação da importância dos níveis de motivação departamental. '}]"
226,Leticia,"{'id': 231, 'number': '00045-1', 'agency': '0001', 'balance': 0.0, 'limit': 500.0}","{'id': 219, 'number': '**** **** **** 1975', 'limit': 1000.0}","[{'id': 65, 'icon': 'string', 'description': 'string'}]","[{'id': 162, 'icon': 'string', 'description': 'string'}, {'id': 176, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Seu futuro financeiro está esperando por você, Leticia. Invista no Santander.'}, {'id': 178, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Letícia, invista no Santander e garanta seu futuro financeiro! 💰'}, {'id': 656, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 657, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 1177, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Leticia, a certificação de metodologias que nos auxiliam a lidar com o início da atividade geral de formação de atitudes nos obriga à análise das diversas correntes de pensamento. '}]"
227,Felipe,"{'id': 232, 'number': '00066-1', 'agency': '0001', 'balance': 0.0, 'limit': 500.0}","{'id': 220, 'number': '**** **** **** 1991', 'limit': 1000.0}","[{'id': 66, 'icon': 'string', 'description': 'string'}]","[{'id': 163, 'icon': 'string', 'description': 'string'}, {'id': 658, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 659, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 1178, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Felipe, caros amigos, a mobilidade dos capitais internacionais afeta positivamente a correta previsão do levantamento das variáveis envolvidas. '}]"
228,Sarah,"{'id': 233, 'number': '00075-1', 'agency': '0001', 'balance': 0.0, 'limit': 500.0}","{'id': 221, 'number': '**** **** **** 1947', 'limit': 1000.0}","[{'id': 67, 'icon': 'string', 'description': 'string'}]","[{'id': 164, 'icon': 'string', 'description': 'string'}, {'id': 180, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Sarah, invista no Santander e garanta seu futuro!'}, {'id': 660, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 661, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 1179, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Sarah, neste sentido, a hegemonia do ambiente político nos obriga à análise dos procedimentos normalmente adotados. '}]"
229,chinelisson,"{'id': 234, 'number': '87253-3', 'agency': '0001', 'balance': 0.0, 'limit': 200.0}","{'id': 222, 'number': '**** **** **** 3322', 'limit': 200.0}",[],"[{'id': 662, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 663, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 1180, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'chinelisson, evidentemente, a contínua expansão de nossa atividade aponta para a melhoria dos modos de operação convencionais. '}]"
230,lierlex,"{'id': 235, 'number': '82343-3', 'agency': '0001', 'balance': 0.0, 'limit': 2200.0}","{'id': 223, 'number': '**** **** **** 9124', 'limit': 2200.0}",[],"[{'id': 664, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 665, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 1181, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'lierlex, gostaria de enfatizar que a estrutura atual da organização talvez venha a ressaltar a relatividade dos procedimentos normalmente adotados. '}]"
231,mangex,"{'id': 236, 'number': '83453-3', 'agency': '0001', 'balance': 0.0, 'limit': 2240.0}","{'id': 224, 'number': '**** **** **** 8124', 'limit': 2200.0}",[],"[{'id': 666, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 667, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 1182, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'mangex, acima de tudo, é fundamental ressaltar que o início da atividade geral de formação de atitudes ainda não demonstrou convincentemente que vai participar na mudança dos procedimentos normalmente adotados. '}]"
